Scientific_Name,English_Name,Tarsus_Length,Bill_Total_Length,Wing_Chord,Bill_Width,Bill_Depth,Wing_pointedness,Tail_Length,Gape_width
Myrmotherula urosticta,Band-tailed Antwren,14.61,12.88,50.27,3.38,3.32,11.67,30.18,5.97
Nasica longirostris,Long-billed Woodcreeper,27.36,68.9,135.81,7.35,8.01,18.74,129.33,NA
Neoctantes niger,Black Bushbird,23.86,20.07,74.24,4.47,6.81,7.71,54.27,NA
Neodrepanis coruscans,Common Sunbird-Asity,15.32,25.76,45.2,3.75,3.82,19.45,20.2,NA
Neodrepanis hypoxantha,Yellow-bellied Sunbird-Asity,15.13,21.87,48,3.4,3.9,21.1,25,NA
Neopelma aurifrons,Wied's Tyrant-Manakin,16.2,11.32,68.5,4.17,3.65,17.52,56,8.1
Neopelma chrysocephalum,Saffron-crested Tyrant-Manakin,15.25,14.62,65.25,4.95,4.12,20.43,46.5,7.58
Neopelma chrysolophum,Serra do Mar Tyrant-Manakin,16.85,11.85,66.5,4.17,3.63,22.02,54,8.8
Neopelma pallescens,Pale Tyrant-Manakin,15.17,14.25,72.34,4.97,4.66,17.73,59.41,NA
Neopelma sulphureiventer,Sulphur-bellied Tyrant-Manakin,15.74,14.78,71.81,4.58,4.62,16.15,57.38,8.29
Neopipo cinnamomea,Cinnamon Neopipo,13.75,10.53,51,2.88,2.75,20.7,35,NA
Neoxolmis rufiventris,Chocolate-vented Tyrant,35.9,23.73,147,5.88,5.55,41.1,88.12,NA
Myiophobus lintoni,Orange-banded Flycatcher,16.5,16.17,59,4.63,3.27,16.5,48.67,NA
Myiophobus ochraceiventris,Ochraceous-breasted Flycatcher,17.75,13.38,65,4,2.92,17.3,62.5,7.65
Myiophobus pulcher,Handsome Flycatcher,15.41,12.4,54.09,3.35,2.98,15.61,42.09,6.84
Nesotriccus ridgwayi,Cocos Flycatcher,20.55,16.48,60.5,4.62,3.33,16.65,53.75,7.03
Ochetorhynchus andaecola,Rock Earthcreeper,25.52,28.13,78.48,3.54,4.46,10.84,74,NA
Ochetorhynchus melanurus,Crag Chilia,23.84,26.07,80.5,3.59,4.39,13.49,82.38,NA
Ochetorhynchus phoenicurus,Band-tailed Earthcreeper,22.14,22.6,71.86,3.3,4.11,13.86,70.88,NA
Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,23.97,28.78,78.38,3.54,4.17,11.56,74.2,7.85
Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,18.43,13.79,65.22,4.72,3.61,18.74,57.21,7.76
Ochthoeca diadema,Yellow-bellied Chat-Tyrant,19.06,12.43,63.36,4.04,3.57,17.32,56.39,NA
Ochthoeca frontalis,Crowned Chat-Tyrant,20.37,12.09,64.72,3.51,2.78,13.22,55.5,7.2
Ochthoeca fumicolor,Brown-backed Chat-Tyrant,23.02,15.31,82.5,3.92,3.23,18.64,72.74,7.98
Ochthoeca jelskii,Jelski's Chat-Tyrant,21.2,12.78,65.75,3.75,2.98,13.78,58.5,NA
Ochthoeca leucophrys,White-browed Chat-Tyrant,22.2,14.85,77.25,3.7,3.3,15.9,67.5,NA
Ochthoeca oenanthoides,d'Orbigny's Chat-Tyrant,21.77,15.9,83.5,4.03,3.42,19.85,68.25,NA
Ochthoeca piurae,Piura Chat-Tyrant,19.6,13.57,60,4.12,3.35,14.12,54.25,6.75
Ochthoeca pulchella,Golden-browed Chat-Tyrant,19.72,14.17,64.56,4.04,3.34,16.82,57.75,NA
Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,19.24,13.76,66.06,3.51,3.07,20.27,61.39,6.94
Ochthornis littoralis,Drab Water Tyrant,17.1,14.18,69.75,4.55,3.17,17.62,54.5,NA
Oncostoma cinereigulare,Northern Bentbill,14.8,14.38,47.5,3.9,3.42,11.62,37.25,NA
Oncostoma olivaceum,Southern Bentbill,15.12,14.1,45.75,4.15,3.62,12.98,32.75,8.1
Gymnopithys lunulatus,Lunulated Antbird,25.14,19.57,72.08,4.65,4.78,11.17,42.43,9.5
Gymnopithys salvini,White-throated Antbird,25.55,19.38,70.83,4.63,4.63,15.2,45.11,NA
Onychorhynchus coronatus,Amazonian Royal Flycatcher,15.7,24.28,78.91,7.82,4.42,18.84,62.85,NA
Ornithion brunneicapillus,Brown-capped Tyrannulet,12.9,9.35,43.5,3.02,3.67,12.65,27.12,NA
Ornithion inerme,White-lored Tyrannulet,12.92,9.58,42.68,3.14,3.14,18.82,30.4,NA
Ornithion semiflavum,Yellow-bellied Tyrannulet,13.45,8.8,44.75,3,3.23,20.25,25,NA
Oxyruncus cristatus,Sharpbill,19.73,18.07,92.25,5.33,5.63,25.74,65,10.34
Pachyramphus aglaiae,Rose-throated Becard,18.6,16.48,86.25,6.72,6.4,20.15,64.75,9.4
Pachyramphus albogriseus,Black-and-white Becard,18.56,15.6,72.2,7.12,5.47,25.7,54.6,9.3
Pachyramphus castaneus,Chestnut-crowned Becard,18.24,14.38,73.93,6.21,5.08,18.27,59.43,10.28
Pachyramphus cinnamomeus,Cinnamon Becard,19.31,16.9,76.35,7.63,5.66,20.7,64.1,9.38
Pachyramphus homochrous,One-colored Becard,20.8,19.46,88.2,7.72,7.38,20.55,71.25,10.48
Pachyramphus major,Grey-collared Becard,19.1,15.72,80.75,7.2,6.2,25.62,61.5,10.45
Pachyramphus marginatus,Black-capped Becard,18.37,14.66,66.89,6.88,5.22,21.8,49,10.97
Pachyramphus minor,Pink-throated Becard,20.53,19.19,88.89,8.38,7.59,20.3,63.89,15.5
Pachyramphus niger,Jamaican Becard,23.93,20.32,98.5,8.55,7.3,16.73,75.5,10.88
Pachyramphus polychopterus,White-winged Becard,17.86,14.96,73.28,7.05,5.79,19.91,56.66,11.6
Pachyramphus rufus,Cinereous Becard,17.4,14.74,67.12,6.6,5.36,20.77,48.38,12.22
Pachyramphus spodiurus,Slaty Becard,18.88,15.95,75.5,7.03,5.42,22.23,58,11.27
Pachyramphus surinamus,Glossy-backed Becard,18.82,16.48,77.5,7.08,5.58,22.9,54.25,NA
Pachyramphus validus,Crested Becard,19.65,19.29,95.08,9.18,7.77,21.83,67.66,14
Pachyramphus versicolor,Barred Becard,15.19,12.2,63.94,4.7,4.47,14.79,47.09,6.9
Pachyramphus viridis,Green-backed Becard,17.65,14.96,70.31,7.44,5.42,21.3,54.12,10.87
Percnostola arenarum,Allpahuayo Antbird,27.56,19.45,65.47,4.64,4.94,9.12,50.3,10.4
Percnostola rufifrons,Black-headed Antbird,28.42,20.57,71.01,4.95,5.42,11.38,56.17,10.45
Perissocephalus tricolor,Capuchinbird,40.68,48.72,212.7,15.53,15,14.88,115.5,27
Phacellodomus dorsalis,Chestnut-backed Thornbird,22.33,24.7,71.23,4.01,5.22,9.86,95.68,8.6
Phacellodomus erythrophthalmus,Orange-eyed Thornbird,22.43,20.25,64.51,4.04,5.14,7.95,89.17,NA
Phacellodomus ferrugineigula,Red-eyed Thornbird,21.66,18.97,61.14,3.71,5.33,8.68,89.09,NA
Phacellodomus maculipectus,Spot-breasted Thornbird,20.55,16.68,59.98,3.42,4.49,10.54,86.75,NA
Phacellodomus ruber,Greater Thornbird,23.02,20.02,73.3,4.02,5.42,12.06,86,8.78
Phacellodomus rufifrons,Rufous-fronted Thornbird,19.99,16.12,64.11,3.46,4.91,13.16,67.44,NA
Phacellodomus sibilatrix,Little Thornbird,17.86,14.05,56.1,2.92,3.85,11.12,60,7
Phacellodomus striaticeps,Streak-fronted Thornbird,21.84,17.4,67.61,3.32,4.48,9.57,74.23,7.2
Phacellodomus striaticollis,Freckle-breasted Thornbird,20.19,17.72,63.84,3.48,4.54,10.43,80.7,8.32
Phaenostictus mcleannani,Ocellated Antbird,32.22,23.38,89.83,5.08,6.91,11.91,83.24,NA
Phaeomyias murina,Mouse-colored Tyrannulet,17.96,11.85,54.77,4.07,2.87,15.41,50.65,7.1
Phelpsia inornata,White-bearded Flycatcher,22.45,17.85,98,6.3,4.8,19.3,84.5,11.65
Phibalura flavirostris,Swallow-tailed Cotinga,18.67,13.33,98.53,6.37,5.93,32.78,103.87,13.2
Philepitta castanea,Velvet Asity,20.82,19.48,75.8,5.67,5.33,15.9,38.6,12.57
Philepitta schlegeli,Schlegel's Asity,18.08,14.34,72.2,5.78,5.5,21.5,35.6,13.18
Philydor atricapillus,Black-capped Foliage-gleaner,20.07,18.82,80.52,3.93,5.43,18.69,73.28,8.9
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,19.6,20.06,86.42,4.44,5.6,19.16,69.24,NA
Philydor erythropterum,Chestnut-winged Foliage-gleaner,21.71,21.3,90.77,4.86,6.01,18.62,69.83,NA
Philydor fuscipenne,Slaty-winged Foliage-gleaner,18.84,19.27,86.58,4.13,5.61,19.14,68.05,NA
Philydor novaesi,Alagoas Foliage-gleaner,20.85,18.77,94,4.55,6.1,19.18,87.5,11.45
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,20.55,19.56,82.33,4.3,5.77,17.98,61.97,NA
Philydor rufum,Buff-fronted Foliage-gleaner,23.67,20.94,88.4,4.25,5.41,19.74,87.4,NA
Skutchia borbae,Pale-faced Antbird,31.26,20.75,83.52,4.89,6.42,9.72,55.17,9.47
Phlegopsis erythroptera,Reddish-winged Bare-eye,33.3,20.98,92.34,4.94,5.85,8.97,64.84,11.43
Phlegopsis nigromaculata,Black-spotted Bare-eye,30.77,21.06,86.88,4.68,5.7,10.21,57.45,NA
Phleocryptes melanops,Wren-like Rushbird,20.44,18.3,57.18,2.57,3.17,18.71,51.5,5.3
Phoenicircus carnifex,Guianan Red Cotinga,25.27,17.37,102.36,6.16,6.5,9.04,87.29,14.22
Phoenicircus nigricollis,Black-necked Red Cotinga,26.2,22.23,101.25,5.5,6.88,9.65,81.75,15.1
Phyllomyias burmeisteri,Rough-legged Tyrannulet,14.66,10.54,61.81,3.46,3.16,24.2,46.25,6.24
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,14.38,10.38,62.88,2.9,2.33,22.43,46.12,NA
Phyllomyias fasciatus,Planalto Tyrannulet,14.38,9.85,57.18,3.62,3.08,17.5,49.13,6.88
Phyllomyias griseiceps,Sooty-headed Tyrannulet,13.03,9.18,51.25,3.45,3,18.02,46.25,5.38
Phyllomyias griseocapilla,Grey-capped Tyrannulet,15.72,9.5,56.5,3.33,3.08,14.22,46.75,5.97
Phyllomyias nigrocapillus,Black-capped Tyrannulet,15.65,8.43,60.25,2.52,2.96,15.51,46.84,5.54
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,15.68,8.9,59.83,3.27,2.92,18.18,55.22,6.12
Phyllomyias reiseri,Reiser's Tyrannulet,14.47,7.88,57.08,3.42,3.23,18.05,52.88,5.47
Phyllomyias sclateri,Sclater's Tyrannulet,16.1,10.77,59.17,3.15,3.12,21.37,56.92,6.95
Phyllomyias urichi,Urich's Tyrannulet,15.8,10.7,56.65,3.55,3.25,18.2,55,7.3
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,16.55,10.82,60.19,3.17,3.58,18.99,46.29,6.3
Phyllomyias virescens,Greenish Tyrannulet,16.5,10.62,60.33,3,3.02,19.57,60.5,6.22
Phyllomyias weedeni,Yungas Tyrannulet,14.07,10.03,53.67,3.7,3.07,15.93,47,7.23
Phylloscartes beckeri,Bahia Tyrannulet,17.72,11.16,53.84,3.4,3.04,16.76,55.62,6.42
Phylloscartes ceciliae,Alagoas Tyrannulet,15.06,10.49,52.73,3.13,2.76,15.98,53.54,6.6
Pogonotriccus chapmani,Chapman's Bristle Tyrant,16.3,11.85,57,3.4,2.95,17.93,55.25,5.7
Phylloscartes difficilis,Serra do Mar Tyrannulet,17.98,11.75,52.75,3.23,2.52,11.68,52.75,5.7
Pogonotriccus eximius,Southern Bristle Tyrant,14.9,10.88,53,3.35,2.75,17.45,48.5,NA
Phylloscartes flaviventris,Rufous-lored Tyrannulet,15.5,10.8,48,3.4,2.5,20.1,49,6.7
Phylloscartes flavovirens,Panamanian Tyrannulet,16,11.9,51.5,3.6,2.9,19.2,50,NA
Phylloscartes gualaquizae,Ecuadorian Tyrannulet,14.97,10.88,49.75,3.8,2.92,12.95,48.62,7.2
Phylloscartes kronei,Restinga Tyrannulet,17.77,9.1,50.6,3.63,3.6,17.53,51.3,5.6
Pogonotriccus lanyoni,Antioquia Bristle Tyrant,14.23,9.3,50.47,3.1,2.73,16.77,45.5,7.2
Phylloscartes nigrifrons,Black-fronted Tyrannulet,16.85,12.03,58.88,3.7,3,14.07,61.25,NA
Pogonotriccus ophthalmicus,Marble-faced Bristle Tyrant,14.51,10.31,60.29,3.7,3.19,16.21,58.07,6.43
Pogonotriccus orbitalis,Spectacled Bristle Tyrant,15.28,12,51.5,3.57,2.67,18.9,43.5,6.85
Phylloscartes oustaleti,Oustalet's Tyrannulet,18.68,12.93,56.5,4.05,3.42,14.68,56.75,7.35
Phylloscartes parkeri,Cinnamon-faced Tyrannulet,16.85,11.25,52,3,2.83,13.85,47.5,6.6
Phylloscartes paulista,Sao Paulo Tyrannulet,14.53,10.25,49.12,3.02,2.5,13.75,44.5,NA
Pogonotriccus poecilotis,Variegated Bristle Tyrant,15.55,11.74,57.35,2.85,2.89,16.77,52.34,6.96
Phylloscartes roquettei,Minas Gerais Tyrannulet,13.5,10,48.5,2.75,2.55,11.35,49,6.1
Phylloscartes superciliaris,Rufous-browed Tyrannulet,16.72,10.73,53.62,3.18,2.75,16.03,50.6,6.1
Phylloscartes sylviolus,Bay-ringed Tyrannulet,15.07,9.3,48.88,3,2.38,13.88,51.38,5.1
Pogonotriccus venezuelanus,Venezuelan Bristle Tyrant,14.1,14.95,60,4.3,4.15,14.25,54.5,7.75
Phylloscartes ventralis,Mottle-cheeked Tyrannulet,19.41,12.64,53.43,3.33,3.24,15.77,52.36,6.63
Phylloscartes virescens,Olive-green Tyrannulet,16.7,13.13,53.33,3.73,3.07,17.2,51.67,NA
Phytotoma raimondii,Peruvian Plantcutter,25.45,18.93,89.25,7.8,8.33,12.95,82,NA
Phytotoma rara,Rufous-tailed Plantcutter,23.92,17.28,89.1,7.45,8.55,17.12,79.4,NA
Phytotoma rutila,White-tipped Plantcutter,22.43,15.18,86.62,6.35,7.05,16.93,88,NA
Pipra aureola,Crimson-hooded Manakin,15.45,12.93,64.5,3.85,3.88,19.3,31.75,9.72
Pipra fasciicauda,Band-tailed Manakin,16.08,14.18,63.6,4.06,4.01,20.18,29.82,9.37
Pipra filicauda,Wire-tailed Manakin,15.2,12.56,64.96,4.28,4.17,17.18,50.86,9.47
Pipreola arcuata,Barred Fruiteater,27.68,25.18,125.23,6.28,7.12,19.02,95.5,16.41
Pipreola aureopectus,Golden-breasted Fruiteater,20.48,15.57,90.5,5.22,4.8,20.98,63.62,13.28
Pipreola chlorolepidota,Fiery-throated Fruiteater,17.53,14.24,74.8,5.22,4.62,20,43.92,13.02
Pipreola formosa,Handsome Fruiteater,20.1,15.45,87,4.9,4.6,20.85,62.2,12.7
Pipreola frontalis,Scarlet-breasted Fruiteater,18.89,15.91,86.75,5.1,5.31,19.55,63.69,13.22
Pipreola intermedia,Band-tailed Fruiteater,22.62,17.17,94.22,4.6,5.51,16.87,82.06,13.12
Pipreola jucunda,Orange-breasted Fruiteater,22.2,18.52,96.5,6.3,5.67,23.2,57,15.75
Pipreola lubomirskii,Black-chested Fruiteater,21.55,17.1,92.5,5.8,5.1,21.25,63.5,14.55
Pipreola pulchra,Masked Fruiteater,22.08,18.42,94.08,5.65,6.23,18.45,72.25,12.98
Pipreola riefferii,Green-and-black Fruiteater,22.8,16.6,89.12,4.45,5.03,15.85,68.5,11.66
Pipreola whitelyi,Red-banded Fruiteater,20.5,15.7,95,5.12,4.9,23.3,63.25,12.07
Piprites chloris,Wing-barred Piprites,16.92,12.03,66,4.44,4.7,25.38,49.8,NA
Piprites griseiceps,Grey-headed Piprites,15.75,11.38,63.75,4.47,4.65,24.1,47.75,8.7
Piprites pileata,Black-capped Piprites,17.72,11.36,72,4.26,4.98,26.08,50.4,8.7
Philohydor lictor,Lesser Kiskadee,18.75,23.25,85.5,5.67,4.83,17.18,72.75,NA
Pitangus sulphuratus,Great Kiskadee,24.17,28.86,108.23,10.86,8.81,17.28,81.77,15.66
Pithys albifrons,White-plumed Antbird,21.92,18.55,69.86,4.45,4.41,14.48,37.14,NA
Pithys castaneus,White-masked Antbird,23.55,18.77,79.5,4.85,5.28,12.43,53.75,11.42
Pitta anerythra,Black-faced Pitta,42.23,26.43,100.5,7.42,10.25,6.2,38.75,NA
Pitta angolensis,African Pitta,31.12,22.02,101.5,7.9,8.93,15.18,36.25,NA
Pitta brachyura,Indian Pitta,36.33,22.48,104.75,6.7,7.72,22.1,36.5,NA
Pitta elegans,Elegant Pitta,37.08,23.25,98,7.15,8.07,14.55,34.5,NA
Pitta iris,Rainbow Pitta,35.33,25.73,103.75,7.58,9.53,14.22,34.25,NA
Pitta maxima,Ivory-breasted Pitta,57.12,31.35,143.5,9.97,12.78,9.93,62.25,NA
Pitta megarhyncha,Mangrove Pitta,37.17,34.05,111.5,9.68,11,17.1,33.75,NA
Pitta moluccensis,Blue-winged Pitta,41.85,27.55,121.25,6.9,9.43,21.2,40.25,NA
Pitta nympha,Fairy Pitta,40.92,24.62,121.75,6.72,8.7,24.55,39.12,NA
Pitta reichenowi,Green-breasted Pitta,35.68,22.86,116.36,7.22,8.82,20.05,42.2,NA
Pitta sordida,Hooded Pitta,38.09,24.46,102.4,6.2,7.96,17.93,34.7,12.6
Pitta steerii,Azure-breasted Pitta,43.4,27.75,114.5,8.35,10.05,15.45,38.25,NA
Pitta superba,Superb Pitta,47.88,31.05,122.25,8.35,11.38,6.95,48.25,NA
Pitta versicolor,Noisy Pitta,42.7,29.9,124.25,8.35,11.25,14.18,45,NA
Pittasoma michleri,Black-crowned Antpitta,49.17,36.23,100.59,9.05,8.51,5.51,33.81,NA
Pittasoma rufopileatum,Rufous-crowned Antpitta,45.14,32.32,93.56,7.91,7.89,4.99,29.6,13.4
Platyrinchus cancrominus,Stub-tailed Spadebill,16.27,13.93,57,6.88,3.38,14.12,27.5,NA
Platyrinchus coronatus,Golden-crowned Spadebill,13.19,12.58,54.39,6.41,3.45,22.36,24.53,NA
Platyrinchus flavigularis,Yellow-throated Spadebill,12.43,13.28,60.25,8.03,3.58,25.18,32.62,12
Platyrinchus leucoryphus,Russet-winged Spadebill,15.58,17.45,76.12,7.75,4.28,22.38,46.75,NA
Platyrinchus mystaceus,White-throated Spadebill,15.58,13.52,54.76,8.65,3.68,15.07,29.65,9.69
Platyrinchus platyrhynchos,White-crested Spadebill,13.29,13.66,62.2,8.79,3.89,27.88,32.65,NA
Platyrinchus saturatus,Cinnamon-crested Spadebill,16.95,13.3,55,7.7,3.5,31.43,30.5,NA
Poecilotriccus albifacies,White-cheeked Tody-Flycatcher,14.2,10.4,45.2,4.53,2.9,10.25,34.65,6.5
Poecilotriccus calopterus,Golden-winged Tody-Flycatcher,15.85,12.4,47.88,4.53,2.73,12.23,30,NA
Poecilotriccus capitalis,Black-and-white Tody-Flycatcher,16.18,12.88,48.5,5.25,3.02,12.53,30.75,NA
Poecilotriccus fumifrons,Smoky-fronted Tody-Flycatcher,17.25,13.74,43.8,5.41,3.32,12.38,33.92,NA
Poecilotriccus latirostris,Rusty-fronted Tody-Flycatcher,18.67,15.03,47.71,4.56,3.07,12.34,33.14,NA
Poecilotriccus luluae,Lulu's Tody-Flycatcher,17.88,13.28,46.75,4.1,2.7,12.18,38.75,5.83
Poecilotriccus plumbeiceps,Ochre-faced Tody-Flycatcher,18.5,14.04,42.44,3.26,2.97,9.84,35.93,NA
Poecilotriccus pulchellus,Black-backed Tody-Flycatcher,14.6,12.03,46.67,4.33,3.13,9.63,32.83,6.23
Poecilotriccus ruficeps,Rufous-crowned Tody-Flycatcher,16.68,12.92,46.76,3.72,3.14,9.53,34.77,5.33
Poecilotriccus russatus,Ruddy Tody-Flycatcher,18.9,13.78,48.25,4.4,3.03,8.62,32.25,6.22
Poecilotriccus senex,Buff-cheeked Tody-Flycatcher,18,11.85,44.52,4.67,3.15,13.17,35.38,6.28
Poecilotriccus sylvia,Slaty-headed Tody-Flycatcher,18.93,14.38,45.25,4.85,3.17,11.3,31.5,NA
Myrmeciza exsul,Chestnut-backed Antbird,27.59,20.73,65.18,5.02,5.02,7.39,48.85,NA
Polioxolmis rufipennis,Rufous-webbed Bush Tyrant,28.09,25.02,127.19,5.28,5.21,28.5,89.42,9.78
Polystictus pectoralis,Bearded Tachuri,15.03,10.75,44.75,3.25,2.85,13.97,38.75,NA
Polystictus superciliaris,Grey-backed Tachuri,15.03,10.25,43.62,3.02,2.58,12.95,43.88,5.15
Porphyrolaema porphyrolaema,Purple-throated Cotinga,19.02,18.32,96.69,6.5,6.47,21.11,68.44,12.51
Premnoplex brunnescens,Spotted Barbtail,19.75,17.11,59.97,3.44,3.63,15.09,61.7,NA
Premnoplex tatei,White-throated Barbtail,21.38,18.2,59.5,3.15,3.77,11.93,56,6.5
Premnornis guttuligera,Rusty-winged Barbtail,19.13,15.87,65.61,3.19,3.74,14.27,67.87,NA
Procnias albus,White Bellbird,26.75,26.7,150.5,7.12,6,23.45,83,26.82
Procnias averano,Bearded Bellbird,28.63,27.77,152.67,7.3,6.65,25.85,84.67,24.6
Procnias nudicollis,Bare-throated Bellbird,29.1,27.02,146.75,7.08,5.83,24.02,81,22.15
Procnias tricarunculatus,Three-wattled Bellbird,29.45,27.75,166,9.72,7.38,23.05,113.25,26.65
Psarisomus dalhousiae,Long-tailed Broadbill,22.18,19.35,96,13.25,9.88,17.1,112,NA
Asthenes cactorum,Cactus Canastero,20.49,18.7,59.04,3.01,3.63,11.53,66.25,NA
Asthenes humicola,Dusky-tailed Canastero,21.77,14.78,61.56,2.99,3.64,11.27,73.4,6.72
Asthenes patagonica,Patagonian Canastero,20.12,12.87,56.66,2.88,3.61,14.32,65.64,6.83
Asthenes steinbachi,Steinbach's Canastero,21.84,13.7,64.48,3.1,3.86,13.4,85.75,5.9
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,18.18,11.45,60.12,3.48,3.17,17.75,51.38,7.88
Pseudocalyptomena graueri,Grauer's Broadbill,19.1,11.2,63,6.6,4.4,21.3,38,11.8
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,25.31,28.21,106.25,4.31,5.92,18.66,92.56,10.27
Pseudocolaptes lawrencii,Buffy Tuftedcheek,25.66,24.21,106.03,4.44,5.62,19.5,96.32,10.03
Pseudocolopteryx acutipennis,Subtropical Doradito,17.68,12.7,45.88,3.17,2.35,14.35,42.5,NA
Pseudocolopteryx citreola,Ticking Doradito,18.8,14.83,49.27,3.33,2.97,18.13,49.2,5.43
Pseudocolopteryx dinelliana,Dinelli's Doradito,18.12,12.9,46.62,3,2.77,10.47,48.75,5.55
Pseudocolopteryx flaviventris,Warbling Doradito,18.2,14.55,49.5,3.25,2.8,16.18,49.5,NA
Pseudocolopteryx sclateri,Crested Doradito,17.02,9.82,42.02,3.1,2.96,15.6,43.88,4.88
Pseudoseisura cristata,Caatinga Cacholote,28.17,24.34,104.76,4.78,6.32,15.19,101.29,NA
Pseudoseisura gutturalis,White-throated Cacholote,33.31,26.42,102.81,5.66,7.66,17.89,91,12.62
Pseudoseisura lophotes,Brown Cacholote,33.76,25.42,120.78,5.34,7.12,15.57,106.4,12.18
Pseudoseisura unirufa,Grey-crested Cacholote,28.54,21.6,98.14,4.24,5.98,15.74,95.5,9.5
Pseudotriccus pelzelni,Bronze-olive Pygmy Tyrant,19.3,11.53,53.75,3.85,3.18,16.62,44,7
Pseudotriccus ruficeps,Rufous-headed Pygmy Tyrant,23.35,11.2,53.25,3.6,2.9,13.95,41,6.03
Pseudotriccus simplex,Hazel-fronted Pygmy Tyrant,19.83,12.5,52.57,3.43,2.9,15.77,39.75,7.3
Psilorhamphus guttatus,Spotted Bamboowren,24.93,15.82,48.97,3.02,3.22,10.25,57.39,6.17
Pteroptochos castaneus,Chestnut-throated Huet-huet,44.8,22.15,101.69,4.35,6.72,7.41,91.93,5.83
Pteroptochos megapodius,Moustached Turca,42.31,22.26,97.95,5.04,7.18,4.22,78.1,NA
Pteroptochos tarnii,Black-throated Huet-huet,45.02,21.07,102.11,4.37,5.9,5.62,90.94,NA
Pygarrhichas albogularis,White-throated Treerunner,19.33,21.77,79.94,3.16,5.06,22.55,56.14,7.78
Pygiptila stellaris,Spot-winged Antshrike,20.18,22.06,76.72,6.33,6.78,11.92,40.43,NA
Pyriglena atra,Fringe-backed Fire-eye,27.7,17.84,75.91,4.61,5.46,8.3,72.14,9.43
Pyriglena leuconota,White-backed Fire-eye,29.98,19.88,75.51,4.6,5.65,8.61,75.82,NA
Pyriglena leucoptera,White-shouldered Fire-eye,29.58,18.9,77.74,4.16,5.11,9.55,75.26,NA
Pyrocephalus rubinus,Vermilion Flycatcher,16.35,14.7,73.62,5.06,4,21.18,56.31,8.38
Pyroderus scutatus,Red-ruffed Fruitcrow,43.67,43.2,224.75,14.62,15.95,18.25,150.7,28.6
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,12,13.69,70.08,4.81,3.34,23.03,61.74,8.83
Querula purpurata,Purple-throated Fruitcrow,24.37,29.47,179.38,12.41,9.75,17.59,118.62,19.88
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,17.9,17.05,70.67,6.57,4.62,10.34,72.33,NA
Ramphotrigon megacephalum,Bamboo Flatbill,15.76,14.02,59,5.56,4.14,14.58,55.6,NA
Ramphotrigon ruficauda,Rufous-tailed Flatbill,16.35,17.07,75,6.6,4.28,14.68,70.67,NA
Rhegmatorhina berlepschi,Harlequin Antbird,27.72,17.75,78.72,4.97,5.06,9.96,53.28,NA
Rhegmatorhina cristata,Chestnut-crested Antbird,28.02,20.05,75.16,4.97,5.19,9.55,54.97,8.88
Rhegmatorhina gymnops,Bare-eyed Antbird,26.83,18.75,75.75,4.69,4.87,9.48,50.03,NA
Rhegmatorhina hoffmannsi,White-breasted Antbird,28.38,19.4,78.88,4.69,5.04,12.85,50.77,NA
Rhegmatorhina melanosticta,Hairy-crested Antbird,27.68,18.96,77.33,4.58,5.16,11.16,49.75,NA
Rhinocrypta lanceolata,Crested Gallito,30.23,17.58,82.54,4.38,4.92,6.93,81.49,NA
Myrmotherula gularis,Star-throated Antwren,15.7,15.62,51.74,3.34,3.43,9.33,37.75,NA
Rhopornis ardesiacus,Slender Antbird,31.36,20.9,70.92,4.14,4.66,12.89,87.58,NA
Rhynchocyclus brevirostris,Eye-ringed Flatbill,18.75,20.88,76.62,8.32,5.15,17.32,63.75,NA
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,18.8,16.27,75.5,8.2,5.03,18.23,67.5,13.65
Rhynchocyclus olivaceus,Olivaceous Flatbill,17.98,16.62,73.92,10.19,5.74,15.18,64.13,NA
Rhynchocyclus pacificus,Pacific Flatbill,18.65,19.45,78.62,9.22,5.67,15.68,66.25,15
Rhytipterna holerythra,Rufous Mourner,23.49,20.92,102.45,6.9,6.25,16.88,91.05,NA
Rhytipterna immunda,Pale-bellied Mourner,21.55,19.98,86,6.05,5.6,20.15,80.25,NA
Rhytipterna simplex,Greyish Mourner,21.26,23.19,96.86,7.1,6.4,16.73,94.74,NA
Roraimia adusta,Roraiman Barbtail,21.06,14.35,63.9,2.95,3.55,14.38,63,8.1
Rupicola peruvianus,Andean Cock-of-the-rock,36.2,30.97,184.59,8.8,13.58,11.68,116.56,21.05
Rupicola rupicola,Guianan Cock-of-the-rock,34.02,31.57,178.75,10.62,12.68,13.75,84.5,24.2
Sakesphorus canadensis,Black-crested Antshrike,24.64,22.73,71.24,6.08,6.62,6.64,58.37,NA
